Vineyard Name,Vineyard County,Vineyard Postcode,Vineyard Country,Website Address,Ha of planted vines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fizzical Vineyard,Kent,ME13 0SU,England,,1.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleurfields Vineyard,Northamptonshire,NN6 9DQ,England,www.fleurfields.co.uk,1.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flint Vineyard,Norfolk,NR35 2AH,England,www.flintvineyard.com,5.9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fluxton Vineyard,Devon,EX5 2FH,England,,0.0396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fordlands Farm Vineyard,East Sussex,TN33 9BT,England,,0.3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Edge Vineyard,Hampshire,SP6 2NW,England,www.swallowfinewine.co.uk,0.1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forstal Farm Vineyard,East Sussex,TN31 6YD,England,,3.4413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forty Hall Vineyard,London,EN2 9HA,England,www.fortyhallvineyard.org.uk,4.0400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Four Acres Estate,Hertfordshire,SG11 2AW,England,www.fouracresestate.co.uk,0.3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Four Oaks Vineyard,Northamptonshire,NN3 7RT,England,,0.0893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fowlers Vineyard,West Sussex,RH14 9DY,England,,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox & Fox - Hobdens Vineyard,East Sussex,TN20 6HH,England,www.foxandfox.wine,1.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foxbury Fields Vineyard,Herefordshire,HR8 1PB,England,,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday Street Vineyard,Kent,ME17 3DD,England,www.fridaystreetfarm.co.uk,4.3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frithsden Vineyard,Hertfordshire,HP1 3DD,England,,1.2320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Froginwell Vineyard,Devon,EX5 1EP,England,www.froginwellvineyard.co.uk,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frome Valley Vineyard,Herefordshire,WR6 5BJ,England,www.fromevalleyvineyard.co.uk,1.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulbeck Gardens Vineyard,Lincolnshire,NG32 3HH,England,www.ownsworths.co.uk,1.1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furleigh Estate,Dorset,DT6 5JF,England,www.furleighestate.co.uk,5.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furnace Farm Barn,Herefordshire,Not known,England,,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Furneaux Vineyard,Devon,PL2 3EU,England,,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaidam Vineyard,Surrey,Not known,England,,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Galgeth Farm Vineyard, The",Cornwall,Not known,England,,Not known,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galleywood Vineyard,Essex,CM2 7SX,England,www.galleywood.wine,2.8300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gelynis Vineyard - Hill Farm Vineyard,Vale of Glamorgan,CF72 8JY,Wales,,0.3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gelynis Vineyard - Morganstown,Cardiff,CF15 8LB,Wales,www.gelynisfarm.co.uk,0.3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giffords Hall Vineyard,Suffolk,IP29 4EX,England,www.giffordshall.co.uk,4.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glastonbury Vineyard,Somerset,Not known,England,,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glyndŵr Vineyard,Vale of Glamorgan,CF71 7JF,Wales,www.glyndwrvineyard.co.uk,1.6488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godstone Vineyards,Surrey,RH9 8DQ,England,www.godstonevineyards.com,2.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gog Magog Vineyard,Cambridgeshire,CB22 5AN,England,www.gogmagogvineyard.co.uk,0.3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goldenhurst Field Vineyard,Kent,Not known,England,,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Earth Vineyard,Lincolnshire,PE9 2QH,England,www.an-english-vineyard.blogspot.com,0.0144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Easter Vineyard,Essex,CM1 4QH,England,,0.9874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodworth Clatford Vineyard,Hampshire,SP11 7HL,England,,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorsley Vineyard,Kent,CT4 6EH,England,facebook.com/gorsleyvineyard,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gote Vineyard (New Site),East Sussex,BN45 7BA,England,,14.8500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gote Vineyard, The",East Sussex,BN6 8RN,England,,6.4750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grace Dieu Vineyard,Leicestershire,LE67 5AN,England,facebook.com/gracedieuvineyard,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Granary Hotel & Restaurant,Worcestershire,DY10 4BS,England,www.granary-hotel.co.uk,0.1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grange Estate Wines (Burges Field),Hampshire,SO21 1BL,England,www.thegrangewine.co.uk,10.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grape Passions,Essex,CM8 3AA,England,www.grapepassions.co.uk,0.0396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gravel Lane Vineyard,Essex,IG7 6DQ,England,facebook.com/GravelLaneVineyard,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Barn Vineyard,East Sussex,TN33 0RB,England,,0.2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Canney Vineyard,Essex,CM3 6RP,England,,3.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great House Vineyard,Vale of Glamorgan,CF71 7LR,Wales,,0.3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Ropers Vineyard,Suffolk,CO8 5JX,England,,0.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Stocks Vineyard,Essex,CM4 9RB,England,www.newhallwines.co.uk,3.7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Whitmans Vineyard,Essex,CM3 6RW,England,,31.5662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenhill Estate (Stocklands Vineyard),Somerset,TA7 8PN,England,www.greenhillestate.co.uk,0.8094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greyfriars Vineyard,Surrey,GU3 1AG,England,www.greyfriarsvineyard.com,16.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grove Estate Vineyard,Staffordshire,ST21 6ND,England,www.groveestatevineyard.co.uk,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grove House Vineyard,Northamptonshire,NN29 7TQ,England,,2.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guidfa Farm Vineyard,Powys,Not known,Wales,,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guilden Gate Vineyard,Hertfordshire,SG8 5PD,England,www.guildengate.co.uk,0.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guildhouse Street Vineyard, The",London,Not known,England,,Not known,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gusbourne - Downfield Vineyard,West Sussex,PO18 0LY,England,www.gusbourne.com,9.3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gusbourne - Gusbourne Vineyard,Kent,TN26 2BE,England,www.gusbourne.com,60.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gusbourne - Halnaker Vineyard,West Sussex,PO18 0QS,England,www.gusbourne.com,3.9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gusbourne - Selhurst Vineyard,West Sussex,PO18 0LY,England,www.gusbourne.com,19.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gwernaffield Vineyard,Flintshire,CH7 5DJ,Wales,www.gwernaffieldvineyard.co.uk,0.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hale Valley Vineyard,Buckinghamshire,HP22 6NQ,England,halevalleywine.com,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfpenny Green Vineyard,Staffordshire,DY7 5EP,England,www.halfpennygreenvineyards.co.uk,10.3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halletts Barn Vineyard,East Sussex,BN6 8TN,England,,0.2730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ham Street Wines,Kent,TN26 2JX,England,hamstreetwines.co.uk,3.9408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamble Valley,Hampshire,SO32 2DA,England,,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hambledon Vineyard,Hampshire,PO7 4RY,England,www.hambledonvineyard.co.uk,28.7300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hambledon Vineyard - Meonhill Vineyard,Hampshire,PO7 4TE,England,www.hambledonvineyard.co.uk,3.4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hambledon Vineyard - New site,Hampshire,PO7 4RY,England,www.hambledonvineyard.co.uk,58.0800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hanley Vineyard,Worcestershire,Not known,England,,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hanna's Vineyard,Gloucestershire,GL5 5DE,England,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hanwell Wine Estate,Nottinghamshire,LE14 3QG,England,www.hanwellwine.co.uk,2.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harbourne Vineyard,Kent,TN26 3HD,England,www.harbournevineyard.co.uk,1.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harbours Hill Vineyard,Worcestershire,B60 4AG,England,,0.9500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harden Vineyard,Kent,TN11 8DX,England,,3.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hargrove Estate,Shropshire,SY6 7DP,England,,1.2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harmony Vineyard,West Sussex,BN43 5YD,England,,1.5660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harrow & Hope Vineyard,Buckinghamshire,SL7 3RD,England,www.harrowandhope.com,6.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hattingley Valley Vineyard,Hampshire,GU34 5NQ,England,www.hattingleyvalley.co.uk,10.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawkers Hill Vineyard,Norfolk,PE31 8JY,England,,1.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawkwood Vineyard,London,E4 7UH,England,www.organiclea.org.uk,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hazel End Vineyard,Essex,CM23 1HG,England,www.corylet.com,1.2199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hazel Street Farm Vineyard,Kent,TN12 8EF,England,www.davenportvineyards.co.uk,17.1174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hazelbrook Farm Vineyard,West Sussex,RH13 8PX,England,,0.2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hazlehurst Farm Vineyard,East Sussex,Not known,England,,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heartenoake Vineyard,Kent,TN18 5EU,England,,3.8784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hebron Vineyard, The",Carmarthenshire,SA34 0XS,Wales,www.hebronvineyard.com,1.8200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hedenham Hall Vineyard,Norfolk,NR35 2LF,England,,1.4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hegdon Hill Vineyard,Herefordshire,HR7 4SL,England,,0.6800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmsley Walled Garden Vineyard,North Yorkshire,YO62 5AH,England,www.helmsleywalledgarden.org.uk,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hencote Vineyard,Shropshire,SY4 3AA,England,www.hencote.com,6.4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hendred Vineyard,Oxfordshire,OX12 8HR,England,www.hendredvineyard.co.uk,0.8100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hengoed Vineyard,Shropshire,SY10 7EJ,England,,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henners Vineyard,East Sussex,BN27 1RJ,England,www.hennersvineyard.co.uk,2.8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Henniere Vineyard, La",Jersey,JE3 6HY,Channel Isles,,Not known,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry's Field Vineyard,Bedfordshire,MK44 3DA,England,,Not known,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heppington Vineyard,Kent,CT4 7AN,England,www.heppingtonvineyard.co.uk,6.2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herdsman Vineyard,Lancashire,PR3 6BY,England,,0.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heron Farm Vineyard,Devon,EX14 3NZ,England,www.heron-farm.co.uk,1.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herts Oak Farm Vineyard,Hertfordshire,EN10 7QJ,England,,0.3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidden Spring Vineyard,East Sussex,TN21 0HG,England,www.hiddenspring.co.uk,5.5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidden Vineyard (Cowley Estate),Gloucestershire,GL7 5UH,England,,0.0200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High Clandon Vineyard,Surrey,GU4 7RP,England,www.highclandon.co.uk,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High Cross Vineyard,Leicestershire,LE17 5,England,,0.0150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High House Farm Vineyard (Cobble Hill),Norfolk,Not known,England,,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highdown Vineyard,West Sussex,BN12 6PG,England,www.highdown-vineyard.co.uk,2.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Higher Bumsley Vineyard,Devon,EX31 4PT,England,www.bumsley.co.uk,0.8300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Higher Plot Vineyard (Smith & Evans),Somerset,TA10 0QL,England,www.smithandevans.co.uk,1.0500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Higher Sandford Vineyard,Dorset,DT9 4RP,England,,0.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highfields Farm,Kent,Not known,England,,3.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hilda's Field Vineyard,Suffolk,CO10 7AE,England,,0.0900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hilden Vineyard,Kent,TN11 9JX,England,hildenvineyard.co.uk,1.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hill House Cottage Vineyard (Tom Bunting),Suffolk,CO7 6LD,England,,5.3165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hill House Farm Vineyard,Norfolk,NR16 2LL,England,,0.6480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hill View Farm Vineyard,Hampshire,SO21 1LE,england,,0.2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillcross Vineyard,London,SM4 4EA,England,,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillside Estate,Dorset,Not known,England,,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hinstock Vineyard,Shropshire,TF9 2ST,England,,0.0880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoe Farm Vineyard,Worcestershire,WR13 6EP,England,,1.5360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hole Farm Vineyard,Essex,Not known,England,,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holford Arms Vineyard,Wiltshire,GL8 8QY,England,www.theholfordarms.co.uk,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hollow Lane Vineyard,East Sussex,TN22 5JB,England,,1.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holmfirth Vineyard,West Yorkshire,HD9 2QR,England,www.holmfirthvineyard.com,1.9320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holy Vale Wines Ltd,Isles of Scilly,TR21 0NT,England,www.star-castle.co.uk,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home Farm House Vineyard,Lincolnshire,DN38 6EX,England,,0.3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hononton Farm Vineyard,Kent,TN12 7BX,England,www.adrianscripps.co.uk,1.6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hooperhayne Vineyard,Devon,EX24 6SH,England,www.hooperhayne.com,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hop Kilns Vineyard,Herefordshire,HR7 4LA,England,www.hopkilnsvineyard.co.uk,0.0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hope Valley Vineyard,Derbyshire,S32 1BR,England,www.hopevalleyvineyard.co.uk,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horton Estate Vineyard,Dorset,BH21 7JG,England,,3.6300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hulmston Vineyard,Hertfordshire,WD3 8EB,England,,0.0162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humbleyard Vineyard,Norfolk,NR14 8JT,England,www.humbleyardenglishwine.co.uk,2.8300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hundred Hills Vineyard,Oxfordshire,RG9 6HS,England,www.hundredhills.com,16.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungerhill Farm Vineyard,Bedfordshire,MK43 0QF,England,,2.8169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunt Hall Farm Vineyard,Warwickshire,CV37 8AE,England,facebook.com/pg/HuntHallVineyard,4.3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hush Heath Estate,Kent,TN12 0HJ,England,www.hushheath.com,22.2942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huxbear Vineyard,Devon,TQ13 0EH,England,www.huxbear.com,4.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hye House Vineyard,East Sussex,TN33 9BX,England,,0.7900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
